snapped_at,price,market_cap,total_volume
2025-09-19 00:00:00 UTC,0.8781333851163959,1458418855.6633086,615662184.6267881
2025-09-20 00:00:00 UTC,0.8781333851163959,1458418855.6633086,615662184.6267881
2025-09-21 00:00:00 UTC,1.670235392702699,2766324861.5949326,1676958352.4185312
2025-09-22 00:00:00 UTC,1.399394308190841,2344004736.7179146,2022487726.058576
2025-09-23 00:00:00 UTC,1.6214756076021763,2681664264.4070053,1956308888.3400538
2025-09-24 00:00:00 UTC,1.960374902365375,3254156190.355739,2497789830.743322
2025-09-25 00:00:00 UTC,2.3110044573331567,3823240045.7108564,2434424504.943112
2025-09-26 00:00:00 UTC,1.8888458080612927,3135390172.4519854,2639586995.654875
2025-09-27 00:00:00 UTC,2.0184119246160743,3334036505.261929,1794032088.356681
2025-09-28 00:00:00 UTC,1.9126158368352522,3178498801.8000507,1148539226.76566
2025-09-29 00:00:00 UTC,1.8635729495756548,3093894833.2191257,1172285470.6825085
2025-09-30 00:00:00 UTC,1.8959593342145755,3138211622.4254184,968413957.5526859
2025-10-01 00:00:00 UTC,1.611701369204964,2662510499.986254,1129310213.204055
2025-10-02 00:00:00 UTC,1.6359922056410288,2714613671.968442,905280483.8163164
2025-10-03 00:00:00 UTC,1.794147494206532,2970908052.4733167,1227075038.4088588
2025-10-04 00:00:00 UTC,2.0699271999438666,3428069859.7099495,1213328529.7560952
2025-10-05 00:00:00 UTC,2.0667922208917373,3424750363.579912,904430063.4925137
2025-10-06 00:00:00 UTC,1.8723945036786707,3108151158.936725,1054571688.6004915
2025-10-07 00:00:00 UTC,2.0600783186189013,3482136506.3749948,2037264305.8055308
2025-10-08 00:00:00 UTC,2.054314031799723,3490946964.24798,1366667337.9293945
2025-10-09 00:00:00 UTC,1.924718991918796,3270386106.442273,1052752176.2688097
2025-10-10 00:00:00 UTC,1.6908041711726973,2868627563.3485947,1338230105.2995331
2025-10-11 00:00:00 UTC,1.3380656030649372,2292568386.558392,2980862623.8589735
2025-10-12 00:00:00 UTC,1.2032117117524623,2039086160.8433604,1580738226.3131862
2025-10-13 00:00:00 UTC,1.4878769919514518,2525930812.105919,1784459166.18417
2025-10-14 00:00:00 UTC,1.4441434025415736,2914431781.955863,1913638232.4264233
2025-10-15 00:00:00 UTC,1.5049968641923155,3036632172.880834,1520387073.9756129
2025-10-16 00:00:00 UTC,1.283378497473392,2590110841.3407793,1017058603.7795966
2025-10-17 00:00:00 UTC,1.2498798036930756,2523189168.488204,1236038431.1165524
2025-10-18 00:00:00 UTC,1.1596168511703748,2339493598.481722,1390345141.3224561
2025-10-19 00:00:00 UTC,1.17398844008784,2368707261.516876,640129908.8232307
2025-10-20 00:00:00 UTC,1.2027203414612624,2425043905.4900885,556187312.984884
2025-10-21 00:00:00 UTC,1.1583791767141538,2337235108.7519145,635322353.323992
2025-10-22 00:00:00 UTC,1.0436480131388866,2096773958.5070012,686431212.2297903
2025-10-23 00:00:00 UTC,0.9558761468691143,1927553084.1587336,786996720.8623259
2025-10-24 00:00:00 UTC,1.1004570721015279,2209675983.427253,747733495.4129245
2025-10-25 00:00:00 UTC,1.117215380356351,2252915235.9704905,612410945.6375084
2025-10-26 00:00:00 UTC,1.139136887028914,2295001121.09178,410738667.9288561
2025-10-27 00:00:00 UTC,1.1473861711580444,2317680774.0143456,484615781.2501588
2025-10-28 00:00:00 UTC,1.0832313409147523,2185469129.919194,809800372.7615305
2025-10-29 00:00:00 UTC,1.0724113652318417,2161883402.0317554,543264359.2693926
2025-10-30 00:00:00 UTC,1.0210313747501139,2055642239.1155474,510778683.1486869
2025-10-31 00:00:00 UTC,0.9222817433174012,1864890379.6505132,699459156.9844605
2025-11-01 00:00:00 UTC,0.9950103027343595,2005384527.281559,552810528.8566077
2025-11-02 00:00:00 UTC,0.9655266069474358,1947990299.6614347,260440377.69237304
2025-11-03 00:00:00 UTC,1.226308408328866,2473704279.488377,2047859489.1380475
2025-11-04 00:00:00 UTC,0.9130311535362408,1842324794.3007581,1562855361.6159894
